xpos,value
8604,-0.063116
8605,-0.063241
8606,-0.063366
8607,-0.063491
8608,-0.063616
8609,-0.063740
8610,-0.063865
8611,-0.063990
8612,-0.064115
8613,-0.064240
8614,-0.064364
8615,-0.064489
8616,-0.064614
8617,-0.064739
8618,-0.064864
8619,-0.064989
8620,-0.065113
8621,-0.065238
8622,-0.065363
8623,-0.065488
8624,-0.065613
8625,-0.065737
8626,-0.065862
8627,-0.065987
8628,-0.066112
8629,-0.066237
8630,-0.066362
8631,-0.066486
8632,-0.066611
8633,-0.066736
8634,-0.066861
8635,-0.066986
8636,-0.067110
8637,-0.067235
8638,-0.067360
8639,-0.067485
8640,-0.067610
8641,-0.067735
8642,-0.067859
8643,-0.067984
8644,-0.068196
8645,-0.068408
8646,-0.068620
8647,-0.068832
8648,-0.069044
8649,-0.069256
8650,-0.069468
8651,-0.069680
8652,-0.069892
8653,-0.070104
8654,-0.070316
8655,-0.070528
8656,-0.070740
8657,-0.070952
8658,-0.071164
8659,-0.071376
8660,-0.071588
8661,-0.071800
8662,-0.072012
8663,-0.072224
8664,-0.072436
8665,-0.072648
8666,-0.072860
8667,-0.073072
8668,-0.073284
8669,-0.073496
8670,-0.073708
8671,-0.073920
8672,-0.074132
8673,-0.074344
8674,-0.074556
8675,-0.074768
8676,-0.074980
8677,-0.075192
8678,-0.075404
8679,-0.075616
8680,-0.075827
8681,-0.076039
8682,-0.076251
8683,-0.076463
8684,-0.076675
8685,-0.076887
8686,-0.077099
8687,-0.077311
8688,-0.077523
8689,-0.077735
8690,-0.077947
8691,-0.078159
8692,-0.078371
8693,-0.078583
8694,-0.078795
8695,-0.079007
8696,-0.079219
8697,-0.079431
8698,-0.079643
8699,-0.079855
8700,-0.080067
8701,-0.080279
8702,-0.080491
8703,-0.080703
8704,-0.080915
8705,-0.081127
8706,-0.081339
8707,-0.081551
8708,-0.081763
8709,-0.081975
8710,-0.082187
8711,-0.082399
8712,-0.082611
8713,-0.082823
8714,-0.083035
8715,-0.083247
8716,-0.083459
8717,-0.083671
8718,-0.083883
8719,-0.084095
8720,-0.084307
8721,-0.084519
8722,-0.084731
8723,-0.084943
8724,-0.085155
8725,-0.085367
8726,-0.085579
8727,-0.085791
8728,-0.086003
8729,-0.086215
8730,-0.086427
8731,-0.086639
8732,-0.086851
8733,-0.087063
8734,-0.087274
8735,-0.087486
8736,-0.087698
8737,-0.087910
8738,-0.088122
8739,-0.088334
8740,-0.088546
8741,-0.088758
8742,-0.088970
8743,-0.089182
8744,-0.089394
8745,-0.089606
8746,-0.089818
8747,-0.090030
8748,-0.090242
8749,-0.090454
8750,-0.090666
8751,-0.090878
8752,-0.091090
8753,-0.091302
8754,-0.091514
8755,-0.091726
8756,-0.091938
8757,-0.092150
8758,-0.092362
8759,-0.092574
8760,-0.092786
8761,-0.092998
8762,-0.093210
8763,-0.093422
8764,-0.093634
8765,-0.093846
8766,-0.094058
8767,-0.094270
8768,-0.094482
8769,-0.094694
8770,-0.094906
8771,-0.095118
8772,-0.095330
8773,-0.095542
8774,-0.095754
8775,-0.095966
8776,-0.096178
8777,-0.096390
8778,-0.096602
8779,-0.096814
8780,-0.097026
8781,-0.097238
8782,-0.097450
8783,-0.097662
8784,-0.097874
8785,-0.098086
8786,-0.098298
8787,-0.098510
8788,-0.098721
8789,-0.098933
8790,-0.099145
8791,-0.099357
8792,-0.099569
8793,-0.099781
8794,-0.099993
8795,-0.100205
8796,-0.100417
8797,-0.100629
8798,-0.100841
8799,-0.101053
8800,-0.101265
8801,-0.101477
8802,-0.101689
8803,-0.101901
8804,-0.102113
8805,-0.102325
8806,-0.102537
8807,-0.102749
8808,-0.102961
8809,-0.103173
8810,-0.103385
8811,-0.103597
8812,-0.103809
8813,-0.104021
8814,-0.104233
8815,-0.104445
8816,-0.104657
8817,-0.104869
8818,-0.105081
8819,-0.105293
8820,-0.105505
8821,-0.105717
8822,-0.105929
8823,-0.106187
8824,-0.106445
8825,-0.106703
8826,-0.106961
8827,-0.107219
8828,-0.107478
8829,-0.107736
8830,-0.107994
8831,-0.108252
8832,-0.108510
8833,-0.108768
8834,-0.109026
8835,-0.109285
8836,-0.109543
8837,-0.109801
8838,-0.110059
8839,-0.110317
8840,-0.110575
8841,-0.110833
8842,-0.111091
8843,-0.111350
8844,-0.111608
8845,-0.111866
8846,-0.112124
8847,-0.112382
8848,-0.112640
8849,-0.112898
8850,-0.113156
8851,-0.113415
8852,-0.113673
8853,-0.113931
8854,-0.114189
8855,-0.114447
8856,-0.114705
8857,-0.114963
8858,-0.115221
8859,-0.115480
8860,-0.115738
8861,-0.115996
8862,-0.116254
8863,-0.116512
8864,-0.116770
8865,-0.117028
8866,-0.117286
8867,-0.117545
8868,-0.117803
8869,-0.118061
8870,-0.118319
8871,-0.118577
8872,-0.118823
8873,-0.119069
8874,-0.119315
8875,-0.119561
8876,-0.119807
8877,-0.120053
8878,-0.120299
8879,-0.120545
8880,-0.120791
8881,-0.121036
8882,-0.121282
8883,-0.121528
8884,-0.121774
8885,-0.122020
8886,-0.122266
8887,-0.122512
8888,-0.122758
8889,-0.123004
8890,-0.123250
8891,-0.123496
8892,-0.123742
8893,-0.123988
8894,-0.124234
8895,-0.124480
8896,-0.124726
8897,-0.124971
8898,-0.125217
8899,-0.125463
8900,-0.125709
8901,-0.125955
8902,-0.126201
8903,-0.126447
8904,-0.126693
8905,-0.126939
8906,-0.127185
8907,-0.127431
8908,-0.127677
8909,-0.127923
8910,-0.128169
8911,-0.128415
8912,-0.128661
8913,-0.128906
8914,-0.129152
8915,-0.129398
8916,-0.129644
8917,-0.129890
8918,-0.130136
8919,-0.130382
8920,-0.130628
8921,-0.130874
8922,-0.131120
8923,-0.131366
8924,-0.131612
8925,-0.131858
8926,-0.132104
8927,-0.132350
8928,-0.132596
8929,-0.132841
8930,-0.133087
8931,-0.133333
8932,-0.133579
8933,-0.133825
8934,-0.134071
8935,-0.134317
8936,-0.134563
8937,-0.134809
8938,-0.135055
8939,-0.135301
8940,-0.135547
8941,-0.135793
8942,-0.136039
8943,-0.136285
8944,-0.136531
8945,-0.136776
8946,-0.137022
8947,-0.137268
8948,-0.137514
8949,-0.137760
8950,-0.138006
8951,-0.138252
8952,-0.138498
8953,-0.138744
8954,-0.138990
8955,-0.139236
8956,-0.139482
8957,-0.139728
8958,-0.139974
8959,-0.140220
8960,-0.140466
8961,-0.140711
8962,-0.141034
8963,-0.141357
8964,-0.141679
8965,-0.142002
8966,-0.142325
8967,-0.142647
8968,-0.142970
8969,-0.143293
8970,-0.143615
8971,-0.143938
8972,-0.144261
8973,-0.144583
8974,-0.144906
8975,-0.145229
8976,-0.145551
8977,-0.145874
8978,-0.146197
8979,-0.146519
8980,-0.146842
8981,-0.147165
8982,-0.147487
8983,-0.147810
8984,-0.148133
8985,-0.148455
8986,-0.148778
8987,-0.149101
8988,-0.149423
8989,-0.149746
8990,-0.150069
8991,-0.150391
8992,-0.150714
8993,-0.151037
8994,-0.151359
8995,-0.151682
8996,-0.152005
8997,-0.152327
8998,-0.152650
8999,-0.152972
9000,-0.153295
9001,-0.153618
9002,-0.153940
9003,-0.154263
9004,-0.154586
9005,-0.154908
9006,-0.155231
9007,-0.155554
9008,-0.155876
9009,-0.156199
9010,-0.156522
9011,-0.156838
9012,-0.157154
9013,-0.157470
9014,-0.157787
9015,-0.158103
9016,-0.158419
9017,-0.158735
9018,-0.159051
9019,-0.159368
9020,-0.159684
9021,-0.160000
9022,-0.160316
9023,-0.160632
9024,-0.160949
9025,-0.161265
9026,-0.161581
9027,-0.161897
9028,-0.162213
9029,-0.162530
9030,-0.162846
9031,-0.163162
9032,-0.163478
9033,-0.163794
9034,-0.164111
9035,-0.164427
9036,-0.164743
9037,-0.165059
9038,-0.165376
9039,-0.165692
9040,-0.166008
9041,-0.166324
9042,-0.166640
9043,-0.166957
9044,-0.167273
9045,-0.167589
9046,-0.167905
9047,-0.168221
9048,-0.168538
9049,-0.168854
9050,-0.169170
9051,-0.169486
9052,-0.169802
9053,-0.170119
9054,-0.170435
9055,-0.170751
9056,-0.171067
9057,-0.171383
9058,-0.171700
9059,-0.172016
9060,-0.172332
9061,-0.172575
9062,-0.172818
9063,-0.173062
9064,-0.173305
9065,-0.173548
9066,-0.173791
9067,-0.174035
9068,-0.174278
9069,-0.174521
9070,-0.174764
9071,-0.175008
9072,-0.175251
9073,-0.175494
9074,-0.175737
9075,-0.175981
9076,-0.176224
9077,-0.176467
9078,-0.176710
9079,-0.176953
9080,-0.177197
9081,-0.177440
9082,-0.177683
9083,-0.177926
9084,-0.178170
9085,-0.178413
9086,-0.178656
9087,-0.178899
9088,-0.179143
9089,-0.179386
9090,-0.179629
9091,-0.179872
9092,-0.180116
9093,-0.180359
9094,-0.180602
9095,-0.180845
9096,-0.181088
9097,-0.181332
9098,-0.181575
9099,-0.181818
9100,-0.182345
9101,-0.182872
9102,-0.183399
9103,-0.183926
9104,-0.184453
9105,-0.184980
9106,-0.185507
9107,-0.186034
9108,-0.186561
9109,-0.187088
9110,-0.187615
9111,-0.188142
9112,-0.188669
9113,-0.189196
9114,-0.189723
9115,-0.190250
9116,-0.190777
9117,-0.191304
9118,-0.191831
9119,-0.192358
9120,-0.192885
9121,-0.193412
9122,-0.193939
9123,-0.194466
9124,-0.194993
9125,-0.195520
9126,-0.196047
9127,-0.196574
9128,-0.197101
9129,-0.197628
9130,-0.198103
9131,-0.198577
9132,-0.199051
9133,-0.199526
9134,-0.200000
9135,-0.200474
9136,-0.200949
9137,-0.201423
9138,-0.201897
9139,-0.202372
9140,-0.202846
9141,-0.203320
9142,-0.203794
9143,-0.204269
9144,-0.204743
9145,-0.205217
9146,-0.205692
9147,-0.206166
9148,-0.206640
9149,-0.207115
9150,-0.207589
9151,-0.208063
9152,-0.208538
9153,-0.209012
9154,-0.209486
9155,-0.209960
9156,-0.210435
9157,-0.210909
9158,-0.211383
9159,-0.211858
9160,-0.212332
9161,-0.212806
9162,-0.213281
9163,-0.213755
9164,-0.214229
9165,-0.214704
9166,-0.215178
9167,-0.215652
9168,-0.216126
9169,-0.216601
9170,-0.217168
9171,-0.217736
9172,-0.218303
9173,-0.218871
9174,-0.219439
9175,-0.220006
9176,-0.220574
9177,-0.221141
9178,-0.221709
9179,-0.222276
9180,-0.222844
9181,-0.223411
9182,-0.223979
9183,-0.224546
9184,-0.225114
9185,-0.225682
9186,-0.226249
9187,-0.226817
9188,-0.227384
9189,-0.227952
9190,-0.228519
9191,-0.229087
9192,-0.229654
9193,-0.230222
9194,-0.230789
9195,-0.231357
9196,-0.231925
9197,-0.232492
9198,-0.233060
9199,-0.233627
9200,-0.234195
9201,-0.234762
9202,-0.235330
9203,-0.235897
9204,-0.236465
9205,-0.237033
9206,-0.237600
9207,-0.238168
9208,-0.238735
9209,-0.239209
9210,-0.239684
9211,-0.240158
9212,-0.240632
9213,-0.241107
9214,-0.241581
9215,-0.242055
9216,-0.242530
9217,-0.243004
9218,-0.243478
9219,-0.243953
9220,-0.244427
9221,-0.244901
9222,-0.245375
9223,-0.245850
9224,-0.246324
9225,-0.246798
9226,-0.247273
9227,-0.247747
9228,-0.248221
9229,-0.248538
9230,-0.248854
9231,-0.249170
9232,-0.249486
9233,-0.249802
9234,-0.250119
9235,-0.250435
9236,-0.250751
9237,-0.251067
9238,-0.254545
9239,-0.254545
9240,-0.254545
9241,-0.254545
9242,-0.254545
9243,-0.254545
9244,-0.254545
9245,-0.254545
9246,-0.254545
9247,-0.254545
9248,-0.254545
9249,-0.254545
9250,-0.254545
9251,-0.254545
9252,-0.254545
9253,-0.254545
9254,-0.254545
9255,-0.254545
9256,-0.254545
9257,-0.254545
9258,-0.254545
9259,-0.254545
9260,-0.254545
9261,-0.254545
9262,-0.254545
9263,-0.254545
9264,-0.254545
9265,-0.254545
9266,-0.254545
9267,-0.254545
9268,-0.254545
9269,-0.401030
9270,-0.401381
9271,-0.401732
9272,-0.402084
9273,-0.402435
9274,-0.402786
9275,-0.403137
9276,-0.403488
9277,-0.403839
9278,-0.404189
9279,-0.404540
9280,-0.404891
9281,-0.405241
9282,-0.405592
9283,-0.405942
9284,-0.406293
9285,-0.406643
9286,-0.406994
9287,-0.407344
9288,-0.407694
9289,-0.408044
9290,-0.408394
9291,-0.408744
9292,-0.409094
9293,-0.409444
9294,-0.409794
9295,-0.410144
9296,-0.410493
9297,-0.410843
9298,-0.411193
9299,-0.411542
9300,-0.411892
9301,-0.412241
9302,-0.412591
9303,-0.412940
9304,-0.413289
9305,-0.413638
9306,-0.413987
9307,-0.414337
9308,-0.414685
9309,-0.415035
9310,-0.415383
9311,-0.415732
9312,-0.416081
9313,-0.416430
9314,-0.416778
9315,-0.417127
9316,-0.417475
9317,-0.417824
9318,-0.418172
9319,-0.418520
9320,-0.418869
9321,-0.419217
9322,-0.419565
9323,-0.419913
9324,-0.420261
9325,-0.420609
9326,-0.420957
9327,-0.421305
9328,-0.421653
9329,-0.422000
9330,-0.422348
9331,-0.422695
9332,-0.423043
9333,-0.423390
9334,-0.423738
9335,-0.424085
9336,-0.424432
9337,-0.424780
9338,-0.425127
9339,-0.425474
9340,-0.425821
9341,-0.426168
9342,-0.426515
9343,-0.426862
9344,-0.427208
9345,-0.427555
9346,-0.427902
9347,-0.428248
9348,-0.428595
9349,-0.428941
9350,-0.429288
9351,-0.429634
9352,-0.429980
9353,-0.430326
9354,-0.430673
9355,-0.431019
9356,-0.431365
9357,-0.431711
9358,-0.432057
9359,-0.432402
9360,-0.432748
9361,-0.433094
9362,-0.433439
9363,-0.433785
9364,-0.434131
9365,-0.434476
9366,-0.434821
9367,-0.435167
9368,-0.435512
9369,-0.435857
9370,-0.436202
9371,-0.436547
9372,-0.436892
9373,-0.437237
9374,-0.437582
9375,-0.437927
9376,-0.438272
9377,-0.438616
9378,-0.438961
9379,-0.439305
9380,-0.439650
9381,-0.439994
9382,-0.440339
9383,-0.440683
9384,-0.441027
9385,-0.441371
9386,-0.441715
9387,-0.442059
9388,-0.442403
9389,-0.442747
9390,-0.443091
9391,-0.443435
9392,-0.443779
9393,-0.444122
9394,-0.444466
9395,-0.444809
9396,-0.445153
9397,-0.445496
9398,-0.445839
9399,-0.446183
9400,-0.446526
9401,-0.446869
9402,-0.447212
9403,-0.447555
9404,-0.447898
9405,-0.448241
9406,-0.448583
9407,-0.448926
9408,-0.449269
9409,-0.449611
9410,-0.449954
9411,-0.450296
9412,-0.450639
9413,-0.450981
9414,-0.451323
9415,-0.451665
9416,-0.452008
9417,-0.452350
9418,-0.452692
9419,-0.453033
9420,-0.453375
9421,-0.453717
9422,-0.454059
9423,-0.454400
9424,-0.454742
9425,-0.455084
9426,-0.455425
9427,-0.455766
9428,-0.456108
9429,-0.456449
9430,-0.456790
9431,-0.457131
9432,-0.457472
9433,-0.457813
9434,-0.458154
9435,-0.458495
9436,-0.458836
9437,-0.459177
9438,-0.459517
9439,-0.459858
9440,-0.460198
9441,-0.460539
9442,-0.460879
9443,-0.461219
9444,-0.461560
9445,-0.461900
9446,-0.462240
9447,-0.462580
9448,-0.462920
9449,-0.463260
9450,-0.463600
9451,-0.463939
9452,-0.464279
9453,-0.464619
9454,-0.464958
9455,-0.465298
9456,-0.465637
9457,-0.465977
9458,-0.466316
9459,-0.466655
9460,-0.466994
9461,-0.467333
9462,-0.467672
9463,-0.468011
9464,-0.468350
9465,-0.468689
9466,-0.469027
9467,-0.469366
9468,-0.469705
9469,-0.470043
9470,-0.470382
9471,-0.470720
9472,-0.471058
9473,-0.471397
9474,-0.471735
9475,-0.472073
9476,-0.472411
9477,-0.472749
9478,-0.473087
9479,-0.473425
9480,-0.473762
9481,-0.474100
9482,-0.474438
9483,-0.474775
9484,-0.475113
9485,-0.475450
9486,-0.475788
9487,-0.476125
9488,-0.476462
9489,-0.476799
9490,-0.477136
9491,-0.477473
9492,-0.477810
9493,-0.478147
9494,-0.478484
9495,-0.478821
9496,-0.479157
9497,-0.479494
9498,-0.479830
9499,-0.480167
9500,-0.480503
9501,-0.480839
9502,-0.481176
9503,-0.481512
9504,-0.481848
9505,-0.482184
9506,-0.482520
9507,-0.482856
9508,-0.483191
9509,-0.483527
9510,-0.483863
9511,-0.484198
9512,-0.484534
9513,-0.484869
9514,-0.485205
9515,-0.485540
9516,-0.485875
9517,-0.486210
9518,-0.486545
9519,-0.486880
9520,-0.487215
9521,-0.487550
9522,-0.487885
9523,-0.488220
9524,-0.488554
9525,-0.488889
9526,-0.489223
9527,-0.489558
9528,-0.489892
9529,-0.490227
9530,-0.490561
9531,-0.490895
9532,-0.491229
9533,-0.491563
9534,-0.491897
9535,-0.492231
9536,-0.492564
9537,-0.492898
9538,-0.493232
9539,-0.493565
9540,-0.493899
9541,-0.494232
9542,-0.494566
9543,-0.494899
9544,-0.495232
9545,-0.495565
9546,-0.495898
9547,-0.496231
9548,-0.496564
9549,-0.496897
9550,-0.497230
9551,-0.497562
9552,-0.497895
9553,-0.498228
9554,-0.498560
9555,-0.498892
9556,-0.499225
9557,-0.499557
9558,-0.499889
9559,-0.500221
9560,-0.500553
9561,-0.500885
9562,-0.501217
9563,-0.501549
9564,-0.501881
9565,-0.502212
9566,-0.502544
9567,-0.502876
9568,-0.503207
9569,-0.503538
9570,-0.503870
9571,-0.504201
9572,-0.504532
9573,-0.504863
9574,-0.505194
9575,-0.505525
9576,-0.505856
9577,-0.506187
9578,-0.506517
9579,-0.506848
9580,-0.507179
9581,-0.507509
9582,-0.507839
9583,-0.508170
9584,-0.508500
9585,-0.508830
9586,-0.509160
9587,-0.509490
9588,-0.509820
9589,-0.510150
9590,-0.510480
9591,-0.510810
9592,-0.511139
9593,-0.511469
9594,-0.511798
9595,-0.512128
9596,-0.512457
9597,-0.512786
9598,-0.513116
9599,-0.513445
9600,-0.513774
9601,-0.514103
9602,-0.514432
9603,-0.514760
9604,-0.515089
9605,-0.515418
9606,-0.515747
9607,-0.516075
9608,-0.516403
9609,-0.516732
9610,-0.517060
9611,-0.517388
9612,-0.517717
9613,-0.518044
9614,-0.518373
9615,-0.518700
9616,-0.519028
9617,-0.519356
9618,-0.519684
9619,-0.520011
9620,-0.520339
9621,-0.520666
9622,-0.520994
9623,-0.521321
9624,-0.521648
9625,-0.521975
9626,-0.522302
9627,-0.522629
9628,-0.522956
9629,-0.523283
9630,-0.523610
9631,-0.523937
9632,-0.524263
9633,-0.524590
9634,-0.524916
9635,-0.525243
9636,-0.525569
9637,-0.525895
9638,-0.526221
9639,-0.526547
9640,-0.526873
9641,-0.527199
9642,-0.527525
9643,-0.527851
9644,-0.528176
9645,-0.528502
9646,-0.528828
9647,-0.529153
9648,-0.529478
9649,-0.529804
9650,-0.530129
9651,-0.530454
9652,-0.530779
9653,-0.531104
9654,-0.531429
9655,-0.531754
9656,-0.532078
9657,-0.532403
9658,-0.532728
9659,-0.533052
9660,-0.533377
9661,-0.533701
9662,-0.534025
9663,-0.534350
9664,-0.534674
9665,-0.534998
9666,-0.535321
9667,-0.535645
9668,-0.535969
9669,-0.536293
9670,-0.536617
9671,-0.536940
9672,-0.537264
9673,-0.537587
9674,-0.537910
9675,-0.538234
9676,-0.538557
9677,-0.538880
9678,-0.539203
9679,-0.539526
9680,-0.539849
9681,-0.540172
9682,-0.540494
9683,-0.540817
9684,-0.541139
9685,-0.541462
9686,-0.541784
9687,-0.542106
9688,-0.542429
9689,-0.542751
9690,-0.543073
9691,-0.543395
9692,-0.543717
9693,-0.544039
9694,-0.544360
9695,-0.544682
9696,-0.545003
9697,-0.545325
9698,-0.545646
9699,-0.545968
9700,-0.546289
9701,-0.546610
9702,-0.546931
9703,-0.547252
9704,-0.547573
9705,-0.547894
9706,-0.548215
9707,-0.548536
9708,-0.548856
9709,-0.549177
9710,-0.549497
9711,-0.549818
9712,-0.550138
9713,-0.550458
9714,-0.550778
9715,-0.551098
9716,-0.551418
9717,-0.551738
9718,-0.552058
9719,-0.552378
9720,-0.552697
9721,-0.553017
9722,-0.553336
9723,-0.553656
9724,-0.553975
9725,-0.554294
9726,-0.554613
9727,-0.554932
9728,-0.555251
9729,-0.555570
9730,-0.555889
9731,-0.556208
9732,-0.556526
9733,-0.556845
9734,-0.557164
9735,-0.557482
9736,-0.557800
9737,-0.558119
9738,-0.558437
9739,-0.558755
9740,-0.559073
9741,-0.559391
9742,-0.559709
9743,-0.560026
9744,-0.560344
9745,-0.560662
9746,-0.560979
9747,-0.561297
9748,-0.561614
9749,-0.561931
9750,-0.562248
9751,-0.562566
9752,-0.562882
9753,-0.563199
9754,-0.563516
9755,-0.563833
9756,-0.564150
9757,-0.564466
9758,-0.564783
9759,-0.565099
9760,-0.565416
9761,-0.565732
9762,-0.566048
9763,-0.566364
9764,-0.566680
9765,-0.566996
9766,-0.567312
9767,-0.567628
9768,-0.567943
9769,-0.568259
9770,-0.568574
9771,-0.568890
9772,-0.569205
9773,-0.569520
9774,-0.569836
9775,-0.570151
9776,-0.570466
9777,-0.570781
9778,-0.571096
9779,-0.571410
9780,-0.571725
9781,-0.572040
9782,-0.572354
9783,-0.572668
9784,-0.572983
9785,-0.573297
9786,-0.573611
9787,-0.573925
9788,-0.574239
9789,-0.574553
9790,-0.574867
9791,-0.575181
9792,-0.575495
9793,-0.575808
9794,-0.576122
9795,-0.576435
9796,-0.576748
9797,-0.577062
9798,-0.577375
9799,-0.577688
9800,-0.578001
9801,-0.578314
9802,-0.578627
9803,-0.578939
9804,-0.579252
9805,-0.579565
9806,-0.579877
9807,-0.580189
9808,-0.580502
9809,-0.580814
9810,-0.581126
9811,-0.581438
9812,-0.581750
9813,-0.582062
9814,-0.582374
9815,-0.582685
9816,-0.582997
9817,-0.583309
9818,-0.583620
9819,-0.583931
9820,-0.584243
9821,-0.584554
9822,-0.584865
9823,-0.585176
9824,-0.585487
9825,-0.585798
9826,-0.586109
9827,-0.586419
9828,-0.586730
9829,-0.587040
9830,-0.587351
9831,-0.587661
9832,-0.587971
9833,-0.588282
9834,-0.588592
9835,-0.588902
9836,-0.589212
9837,-0.589521
9838,-0.589831
9839,-0.590141
9840,-0.590450
9841,-0.590760
9842,-0.591069
9843,-0.591378
9844,-0.591688
9845,-0.591997
9846,-0.592306
9847,-0.592615
9848,-0.592924
9849,-0.593232
9850,-0.593541
9851,-0.593850
9852,-0.594158
9853,-0.594467
9854,-0.594775
9855,-0.595083
9856,-0.595391
9857,-0.595699
9858,-0.596007
9859,-0.596315
9860,-0.596623
9861,-0.596931
9862,-0.597238
9863,-0.597546
9864,-0.597853
9865,-0.598161
9866,-0.598468
9867,-0.598775
9868,-0.599082
9869,-0.599389
9870,-0.599696
9871,-0.600003
9872,-0.600310
9873,-0.600617
9874,-0.600923
9875,-0.601230
9876,-0.601536
9877,-0.601842
9878,-0.602148
9879,-0.602455
9880,-0.602761
9881,-0.603067
9882,-0.603372
9883,-0.603678
9884,-0.603984
9885,-0.604290
9886,-0.604595
9887,-0.604900
9888,-0.605206
9889,-0.605511
9890,-0.605816
9891,-0.606121
9892,-0.606426
9893,-0.606731
9894,-0.607036
9895,-0.607341
9896,-0.607645
9897,-0.607950
9898,-0.608254
9899,-0.608559
9900,-0.608863
9901,-0.609167
9902,-0.609471
9903,-0.609775
9904,-0.610079
9905,-0.610383
9906,-0.610686
9907,-0.610990
9908,-0.611294
9909,-0.611597
9910,-0.611900
9911,-0.612204
9912,-0.612507
9913,-0.612810
9914,-0.613113
9915,-0.613416
9916,-0.613719
9917,-0.614022
9918,-0.614324
9919,-0.614627
9920,-0.614929
9921,-0.615232
9922,-0.615534
9923,-0.615836
9924,-0.616138
9925,-0.616440
9926,-0.616742
9927,-0.617044
9928,-0.617346
9929,-0.617647
9930,-0.617949
9931,-0.618250
9932,-0.618552
9933,-0.618853
9934,-0.619154
9935,-0.619455
9936,-0.619756
9937,-0.620057
9938,-0.620358
9939,-0.620659
9940,-0.620959
9941,-0.621260
9942,-0.621560
9943,-0.621861
9944,-0.622161
9945,-0.622461
9946,-0.622761
9947,-0.623061
9948,-0.623361
9949,-0.623661
9950,-0.623961
9951,-0.624261
9952,-0.624560
9953,-0.624860
9954,-0.625159
9955,-0.625458
9956,-0.625757
9957,-0.626056
9958,-0.626355
9959,-0.626654
9960,-0.626953
9961,-0.627252
9962,-0.627550
9963,-0.627849
9964,-0.628147
9965,-0.628446
9966,-0.628744
9967,-0.629042
9968,-0.629340
9969,-0.629638
9970,-0.629936
9971,-0.630234
9972,-0.630532
9973,-0.630829
9974,-0.631127
9975,-0.631424
9976,-0.631721
9977,-0.632019
9978,-0.632316
9979,-0.632613
9980,-0.632910
9981,-0.633207
9982,-0.633504
9983,-0.633800
9984,-0.634097
9985,-0.634393
9986,-0.634690
9987,-0.634986
9988,-0.635282
9989,-0.635578
9990,-0.635874
9991,-0.636170
9992,-0.636466
9993,-0.636762
9994,-0.637058
9995,-0.637353
9996,-0.637649
9997,-0.637944
9998,-0.638239
9999,-0.638534
10000,-0.638829
10001,-0.639124
10002,-0.639419
10003,-0.639714
10004,-0.640009
10005,-0.640303
10006,-0.640598
10007,-0.640892
10008,-0.641187
10009,-0.641481
10010,-0.641775
10011,-0.642069
10012,-0.642363
10013,-0.642657
10014,-0.642951
10015,-0.643244
10016,-0.643538
10017,-0.643831
10018,-0.644125
10019,-0.644418
10020,-0.644711
10021,-0.645005
10022,-0.645298
10023,-0.645590
10024,-0.645883
10025,-0.646176
10026,-0.646469
10027,-0.646761
10028,-0.647054
10029,-0.647346
10030,-0.647638
10031,-0.647930
10032,-0.648223
10033,-0.648514
10034,-0.648806
10035,-0.649098
10036,-0.649390
10037,-0.649681
10038,-0.649973
10039,-0.650264
10040,-0.650556
10041,-0.650847
10042,-0.651138
10043,-0.651429
10044,-0.651720
10045,-0.652011
10046,-0.652301
10047,-0.652592
10048,-0.652882
10049,-0.653173
10050,-0.653463
10051,-0.653753
10052,-0.654044
10053,-0.654334
10054,-0.654624
10055,-0.654913
10056,-0.655203
10057,-0.655493
10058,-0.655782
10059,-0.656072
10060,-0.656361
10061,-0.656651
10062,-0.656940
10063,-0.657229
10064,-0.657518
10065,-0.657807
10066,-0.658096
10067,-0.658384
10068,-0.658673
10069,-0.658961
10070,-0.659250
10071,-0.659538
10072,-0.659826
10073,-0.660114
10074,-0.660402
10075,-0.660690
10076,-0.660978
10077,-0.661266
10078,-0.661554
10079,-0.661841
10080,-0.662129
10081,-0.662416
10082,-0.662703
10083,-0.662990
10084,-0.663277
10085,-0.663564
10086,-0.663851
10087,-0.664138
10088,-0.664424
10089,-0.664711
10090,-0.664997
10091,-0.665284
10092,-0.665570
10093,-0.665856
10094,-0.666142
10095,-0.666428
10096,-0.666714
10097,-0.667000
10098,-0.667286
10099,-0.667571
10100,-0.667857
10101,-0.668142
10102,-0.668427
10103,-0.668712
10104,-0.668998
10105,-0.669283
10106,-0.669567
10107,-0.669852
10108,-0.670137
10109,-0.670422
10110,-0.670706
10111,-0.670990
10112,-0.671275
10113,-0.671559
10114,-0.671843
10115,-0.672127
10116,-0.672411
10117,-0.672695
10118,-0.672978
10119,-0.673262
10120,-0.673546
10121,-0.673829
10122,-0.674112
10123,-0.674396
10124,-0.674679
10125,-0.674962
10126,-0.675245
10127,-0.675527
10128,-0.675810
10129,-0.676093
10130,-0.676375
10131,-0.676658
10132,-0.676940
10133,-0.677222
10134,-0.677504
10135,-0.677786
10136,-0.678068
10137,-0.678350
10138,-0.678632
10139,-0.678913
10140,-0.679195
10141,-0.679476
10142,-0.679758
10143,-0.680039
10144,-0.680320
10145,-0.680601
10146,-0.680882
10147,-0.681163
10148,-0.681443
10149,-0.681724
10150,-0.682005
10151,-0.682285
10152,-0.682565
10153,-0.682846
10154,-0.683126
10155,-0.683406
10156,-0.683686
10157,-0.683965
